102339954,325186002,4,746,0,0,1,5,0,20,0,0,7,0,446,177,28,1,3421,61,103,46,4,0,1,0.0,37.0,0,4.0,0.0,0.0,149.0,0.0,0.0,74.0,2.0,1.0,22.0,25.0,2,2,1
7952296,295169256,1,7334,1,191,0,155,0,65,8,6,50,0,3116,394,17,0,24091,844,934,182,200,6,8,0.0,112.0,0,0,2.0,2.0,47.0,0.0,0.0,132.0,5.0,4.0,47.0,7.0,4,4,1
79718937,341807504,10,1639,0,51,1,6,0,7,0,0,5,0,802,97,29,1,85303,1726,2279,1040,12,1,1,0.0,234.0,0,10.0,0.0,7.0,273.0,0.0,0.0,82.0,2.0,1.0,114.0,19.0,15,1,1
136163215,206810466,4,499,0,0,2,57,0,8,0,0,6,0,168,47,18,4,44,0,6,1,4,0,2,0.0,62.0,0,2.0,7.0,0.0,8.0,0.0,0.0,44.0,6.0,0.0,21.0,7.0,5,2,1
12510618,39932450,2,850,0,9,0,74,0,13,0,0,13,1,311,113,56,4,33027,1206,1079,197,2,0,0,0.0,65.0,0,0,5.0,0.0,11.0,0.0,0.0,167.0,5.0,6.0,23.0,8.0,4,4,1
100737108,365028593,2,2163,1,135,0,1,0,4,0,0,4,0,745,178,177,0,699271,17934,17721,3579,16,1,0,0.0,540.0,0,0,0.0,33.0,2163.0,0.0,0.0,195.0,4.0,5.0,186.0,44.0,1,1,1
26678305,4804524,2,588,0,3,0,38,0,4,0,0,4,0,262,57,29,1,49632,820,1410,713,12,0,0,0.0,147.0,0,0,9.0,0.0,15.0,0.0,0.0,69.0,1.0,1.0,65.0,14.0,24,24,1
129676722,211940128,3,891,0,5,0,4,1,12,4,4,7,1,350,80,3,0,3899,57,133,94,127,2,4,0.0,74.0,0.0,0,0.0,0.0,222.0,0.0,0.0,41.0,1.0,0.0,29.0,11.0,1,1,1
54465497,103049639,9,1425,0,10,0,6,0,25,0,0,17,0,445,95,63,0,4350,77,114,63,30,0,2,0.0,57.0,0,0,0.0,0.0,237.0,0.0,0.0,69.0,1.0,1.0,17.0,5.0,11,1,1
110422419,386963612,2,549,0,5,0,21,0,13,0,0,8,0,144,58,4,0,18518,381,604,315,29,1,0,0.0,42.0,0,0,1.0,0.0,26.0,0.0,0.0,58.0,1.0,1.0,11.0,7.0,1,1,1
123191883,30363439,6,931,0,25,1,10,0,9,3,3,9,0,338,71,8,1,2097,28,171,74,70,0,7,0.0,103.0,0,6.0,1.0,2.0,93.0,0.0,0.0,28.0,2.0,0.0,37.0,7.0,29,1,1
1017622,48700033,1,3947,0,184,0,247,0,69,0,0,38,0,1271,293,5,1,4922,89,271,62,2,0,0,0.0,57.0,0,0,3.0,2.0,15.0,0.0,0.0,79.0,4.0,1.0,18.0,7.0,1,1,1
140070019,299747481,1,2844,0,61,1,68,0,34,0,0,26,0,1386,223,35,9,8795,177,584,329,3,0,1,0.0,83.0,0,1.0,2.0,1.0,41.0,0.0,0.0,26.0,1.0,0.0,40.0,8.0,1,1,1
129959338,137403967,5,585,0,0,1,12,0,1,0,0,1,0,243,73,64,2,2950,50,131,73,5,0,1,0.0,585.0,0,5.0,12.0,0.0,48.0,0.0,0.0,40.0,1.0,0.0,243.0,73.0,1,1,1
22103507,3093308,5,5475,0,0,0,40,0,8,19,13,7,0,2291,262,82,0,98505,1661,3251,1755,291,3,5,0.0,684.0,0,0,5.0,0.0,136.0,0.0,0.0,56.0,1.0,0.0,286.0,37.0,4,2,1
29025946,320321234,5,142,0,0,0,0,0,0,0,0,0,0,63,19,22,0,713,18,53,13,12,0,1,0,0,0,0,0,0,0,0.0,0,54.0,4.0,1.0,0,0,1,1,1
119889465,357722054,3,79,1,1,0,0,0,2,1,1,2,0,27,12,13,0,7000,127,280,144,63,3,0,0.0,39.0,0,0,0.0,0.0,0,0.0,0,48.0,1.0,0.0,13.0,6.0,1,1,1
111187439,230194640,9,1941,1,53,1,27,0,10,0,0,10,1,774,105,240,5,126169,2272,3936,2032,24,1,1,0.0,194.0,0,9.0,2.0,5.0,71.0,0.0,0.0,62.0,1.0,1.0,77.0,10.0,1,1,1
131187235,35363265,1,4449,0,149,1,193,0,44,0,0,30,1,3047,304,170,17,155081,2455,6468,1605,3,0,1,0.0,101.0,0,1.0,4.0,3.0,23.0,0.0,0.0,96.0,4.0,1.0,69.0,10.0,1,1,1
106821106,309058572,9,800,0,1,0,17,1,23,8,6,16,2,300,80,62,0,98505,1661,3251,1755,200,2,9,0.0,34.0,0.0,0,0.0,0.0,47.0,0.0,0.0,56.0,1.0,0.0,13.0,5.0,5,2,1
19852570,171266961,8,1836,0,33,1,148,0,71,0,0,43,2,693,133,166,13,155081,2455,6468,1605,8,0,1,0.0,25.0,0,8.0,2.0,0.0,12.0,0.0,0.0,96.0,4.0,1.0,9.0,3.0,6,10,1
87525318,310020340,1,444,0,17,0,10,0,13,0,0,12,0,172,71,5,0,6991,21,61,29,19,0,0,0.0,34.0,0,0,0.0,1.0,44.0,0.0,0.0,241.0,2.0,0.0,13.0,5.0,1,1,1
110370435,369854555,5,4288,1,246,1,89,0,47,0,0,27,0,1544,190,29,1,6816,302,183,28,5,1,1,0.0,91.0,0,5.0,1.0,5.0,48.0,0.0,0.0,243.0,6.0,10.0,32.0,7.0,1,1,1
43084101,226953156,6,2962,0,104,0,58,0,48,0,0,25,0,1049,173,6,0,1173,32,4,25,6,0,0,0.0,61.0,0,0,1.0,2.0,51.0,0.0,0.0,46.0,0.0,1.0,21.0,6.0,2,8,1
90689083,146434646,3,4689,0,101,1,156,0,55,0,0,41,0,2398,262,4,1,283,9,29,7,3,0,1,0.0,85.0,0,3.0,2.0,1.0,30.0,0.0,0.0,40.0,4.0,1.0,43.0,6.0,1,1,1
86056995,259851903,4,540,0,1,1,87,0,11,0,0,7,0,262,70,4,1,8151,273,256,61,4,0,1,0.0,49.0,0,4.0,7.0,0.0,6.0,0.0,0.0,133.0,4.0,4.0,23.0,10.0,1,1,1
89417510,292904616,5,1322,0,2,0,279,0,159,0,0,47,1,682,187,41,2,509822,11525,10545,1888,5,0,0,0.0,8.0,0,0,1.0,0.0,4.0,0.0,0.0,270.0,5.0,6.0,4.0,3.0,6,4,1
62336318,311140332,9,9694,0,1,1,2394,0,59,0,0,38,5,3976,559,678,181,12054,201,494,238,9,0,1,0.0,164.0,0,9.0,40.0,0.0,4.0,0.0,0.0,50.0,2.0,0.0,67.0,14.0,1,1,1
8429025,91294411,7,2365,0,1,1,20,0,7,0,0,6,0,1110,139,227,2,83306,1669,5193,2126,9,0,2,0.0,337.0,0,7.0,2.0,0.0,118.0,0.0,0.0,39.0,2.0,0.0,158.0,23.0,20,1,1
41103398,314008170,8,2208,1,79,0,75,0,12,0,0,8,0,696,170,76,1,6546,157,168,67,8,1,0,0.0,184.0,0,0,6.0,6.0,29.0,0.0,0.0,97.0,2.0,2.0,58.0,21.0,1,1,1
132731360,60354400,4,1382,0,0,1,133,0,23,0,0,14,0,518,131,4,1,6554,216,351,120,5,0,1,0.0,60.0,0,4.0,5.0,0.0,10.0,0.0,0.0,54.0,2.0,1.0,22.0,9.0,2,2,1
127798789,62796447,3,903,0,0,1,63,0,30,0,0,28,0,402,145,17,1,302,3,9,8,3,0,1,0.0,30.0,0,3.0,2.0,0.0,14.0,0.0,0.0,37.0,1.0,0.0,13.0,5.0,2,2,1
19900342,317140738,3,2720,0,0,1,41,0,10,0,0,4,0,1051,131,21,1,4395,75,96,25,6,0,1,0.0,272.0,0,3.0,4.0,0.0,66.0,0.0,0.0,175.0,3.0,3.0,105.0,32.0,2,2,1
123575075,315304175,3,3542,0,5,0,69,0,11,0,0,11,1,1107,194,385,7,258478,4799,8713,2958,3,0,0,0.0,322.0,0,0,6.0,0.0,51.0,0.0,0.0,87.0,2.0,1.0,100.0,17.0,1,1,1
114541484,10031569,3,343,1,3,0,6,0,18,0,0,14,0,159,80,4,0,8754,211,264,190,3,1,0,0.0,19.0,0,0,0.0,0.0,57.0,0.0,0.0,46.0,1.0,1.0,8.0,5.0,2,2,1
64818293,331409818,2,2201,0,44,2,133,0,6,0,0,6,0,737,147,2,2,5185,107,335,98,2,0,2,0.0,366.0,0,1.0,22.0,7.0,16.0,0.0,0.0,52.0,3.0,1.0,122.0,24.0,14,18,1
47503453,198246755,11,1054,0,9,1,51,0,16,0,0,14,1,409,135,39,3,48178,878,1650,388,11,0,1,0.0,65.0,0,11.0,3.0,0.0,20.0,0.0,0.0,124.0,4.0,2.0,25.0,9.0,2,1,1
5409107,7981816,1,1559,0,1,0,114,0,32,3,3,22,0,506,154,2,0,4629,82,235,138,24,2,1,0.0,48.0,0,0,3.0,0.0,13.0,0.0,0.0,33.0,1.0,0.0,15.0,7.0,1,1,1
78735780,267061386,10,926,1,8,1,2,0,4,0,0,4,0,492,94,23,1,2615,39,115,43,10,1,1,0.0,231.0,0,10.0,0.0,2.0,463.0,0.0,0.0,60.0,2.0,0.0,123.0,23.0,3,1,1
57361144,36443752,8,1277,0,1,1,46,1,47,1,1,33,6,458,156,80,2,76681,826,2783,1226,36,1,1,0.0,27.0,1.0,8.0,0.0,0.0,27.0,0.0,0.0,62.0,2.0,0.0,9.0,4.0,4,4,1
100110794,19108912,0,3017,0,2,1,150,0,63,0,0,33,0,1351,207,179,15,523862,12220,12512,2007,2,0,1,0.0,47.0,0,0.0,2.0,0.0,20.0,0.0,0.0,261.0,6.0,6.0,21.0,6.0,1,1,1
90689083,73635311,4,4689,0,101,1,156,0,55,0,0,41,1,2398,262,13,3,702,12,59,14,4,0,1,0.0,85.0,0,4.0,2.0,1.0,30.0,0.0,0.0,50.0,4.0,0.0,43.0,6.0,1,1,1
109705911,283013253,1,302,0,2,1,11,0,11,0,0,7,0,168,60,1,1,8249,172,501,134,1,0,1,0.0,27.0,0,1.0,1.0,0.0,27.0,0.0,0.0,61.0,3.0,1.0,15.0,8.0,2,2,1
83703543,311073509,4,1850,0,45,0,10,0,32,2,2,22,0,751,192,13,0,90695,1462,2395,1118,73,0,0,0.0,57.0,0,0,0.0,1.0,185.0,0.0,0.0,81.0,2.0,1.0,23.0,8.0,1,1,1
29924604,160853264,4,268,0,1,1,7,0,1,0,0,1,0,104,32,19,2,167,0,5,1,4,0,1,0.0,268.0,0,4.0,7.0,1.0,38.0,0.0,0.0,167.0,5.0,0.0,104.0,32.0,13,8,1
44663398,133909040,1,1296,0,0,1,71,0,4,0,0,3,0,679,165,1,1,312,8,63,26,1,0,1,0.0,324.0,0,1.0,17.0,0.0,18.0,0.0,0.0,12.0,2.0,0.0,169.0,55.0,1,1,1
8429025,99654631,4,2365,0,1,1,20,0,7,0,0,6,0,1110,139,508,15,7233,131,636,261,4,0,1,0.0,337.0,0,4.0,2.0,0.0,118.0,0.0,0.0,27.0,2.0,0.0,158.0,23.0,2,1,1
38965513,145421254,4,1772,0,73,0,175,0,43,1,1,26,0,571,132,8,2,156545,2854,7001,4073,39,0,4,0.0,41.0,0,0,4.0,1.0,10.0,0.0,0.0,38.0,1.0,0.0,13.0,5.0,15,15,1
56937647,203023279,13,311,0,0,0,7,1,12,4,4,7,1,100,62,47,2,9451,84,196,61,270,3,14,0.0,25.0,0.0,0,0.0,0.0,44.0,0.0,0.0,154.0,3.0,1.0,8.0,8.0,15,1,1
100929958,57457825,1,2506,0,5,0,45,0,9,1,1,6,0,1082,244,10,2,1165,12,87,34,15,0,1,0.0,278.0,0,0,5.0,0.0,55.0,0.0,0.0,34.0,2.0,0.0,120.0,40.0,2,2,1
105863986,50971176,2,756,0,2,0,29,0,6,0,0,3,0,225,50,14,2,15266,150,254,147,5,0,0,0.0,126.0,0,0,4.0,0.0,26.0,0.0,0.0,103.0,1.0,1.0,37.0,16.0,16,16,1
85922732,280003496,2,3170,0,0,0,267,0,63,0,0,34,0,1107,156,120,0,48348,1574,2409,751,2,0,0,0.0,50.0,0,0,4.0,0.0,11.0,0.0,0.0,64.0,3.0,2.0,17.0,4.0,1,1,1
75536562,64223560,6,3044,0,3,0,70,0,34,0,0,23,0,1303,176,13,0,228,2,1,0,14,0,0,0.0,89.0,0,0,2.0,0.0,43.0,0.0,0.0,0,0,0,38.0,7.0,1,1,1
88681894,375981444,4,298,0,0,0,4,0,8,0,0,8,0,116,37,16,0,14526,258,482,263,18,0,0,0.0,37.0,0,0,0.0,0.0,74.0,0.0,0.0,55.0,1.0,0.0,14.0,4.0,8,8,1
18672396,252076249,3,470,0,15,0,13,0,7,0,0,5,0,187,32,21,1,974,9,8,8,37,0,1,0.0,67.0,0,0,1.0,2.0,36.0,0.0,0.0,121.0,1.0,1.0,26.0,6.0,2,2,1
100929958,134907948,10,2506,0,5,2,45,0,9,1,1,6,3,1082,244,62,3,35734,661,2297,1037,21,0,5,0.0,278.0,0,5.0,5.0,0.0,55.0,0.0,0.0,34.0,2.0,0.0,120.0,40.0,4,1,1
140767127,295013731,3,1501,0,17,0,4,0,13,2,2,10,0,556,134,32,0,31407,555,1046,421,78,0,5,0.0,115.0,0,0,0.0,1.0,375.0,0.0,0.0,74.0,2.0,1.0,42.0,13.0,20,20,1
97291358,50477918,9,927,0,3,2,24,0,9,10,10,8,0,312,80,49,2,16578,501,757,194,409,7,24,0.0,103.0,0,4.0,2.0,0.0,38.0,0.0,0.0,85.0,3.0,2.0,34.0,10.0,6,1,1
135152581,196533344,2,8119,0,233,0,55,0,36,0,0,28,1,2339,230,106,0,85303,1726,2279,1040,2,0,0,0.0,225.0,0,0,1.0,6.0,147.0,0.0,0.0,82.0,2.0,1.0,64.0,8.0,2,2,1
22921488,65625778,6,2399,0,46,1,160,0,3,0,0,3,0,1213,178,212,26,83306,1669,5193,2126,6,0,1,0.0,799.0,0,6.0,53.0,15.0,14.0,0.0,0.0,39.0,2.0,0.0,404.0,59.0,1,1,1
48883521,160056622,8,1348,1,131,0,9,0,27,2,2,18,0,377,63,20,0,3037,60,73,61,64,1,2,0.0,49.0,0,0,0.0,4.0,149.0,0.0,0.0,49.0,1.0,0.0,13.0,3.0,1,1,1
31717469,179272682,6,103,0,0,0,5,0,5,0,0,4,0,37,16,10,0,40186,899,823,71,24,0,0,0.0,20.0,0,0,1.0,0.0,20.0,0.0,0.0,566.0,11.0,12.0,7.0,4.0,15,25,1
54056,167558354,6,3176,0,3,1,79,0,35,0,0,24,0,1072,187,6,1,1464,67,55,17,6,0,1,0.0,90.0,0,6.0,2.0,0.0,40.0,0.0,0.0,86.0,3.0,3.0,30.0,7.0,3,3,1
74248390,186646191,5,1321,0,3,1,98,0,5,0,0,4,0,410,79,37,3,529,13,65,10,5,0,1,0.0,264.0,0,5.0,19.0,0.0,13.0,0.0,0.0,52.0,6.0,1.0,82.0,19.0,1,1,1
117829483,48650267,15,3520,2,65,0,30,0,16,0,0,11,0,742,92,46,0,1473,24,40,18,36,2,1,0.0,220.0,0,0,1.0,4.0,117.0,0.0,0.0,81.0,2.0,1.0,46.0,8.0,6,4,1
18021595,24990972,3,3961,0,115,0,21,0,16,0,0,10,0,1739,125,8,0,12,1,0,0,3,0,0,0.0,247.0,0,0,1.0,7.0,188.0,0.0,0.0,0,0,0,108.0,12.0,1,1,1
23346515,8264219,3,1958,0,110,0,61,0,125,0,0,83,2,752,183,51,0,36490,493,1456,631,43,1,0,0.0,15.0,0,0,0.0,0.0,32.0,0.0,0.0,57.0,2.0,0.0,6.0,2.0,8,8,1
40228547,101827576,11,1412,0,3,1,86,0,11,0,0,10,0,444,134,114,9,14704,306,319,147,11,0,1,0.0,128.0,0,11.0,7.0,0.0,16.0,0.0,0.0,100.0,2.0,2.0,40.0,13.0,4,1,1
22278371,19493802,12,1182,1,45,0,50,0,9,0,0,9,0,372,89,51,0,629,9,5,9,22,1,0,0.0,131.0,0,0,5.0,5.0,23.0,0.0,0.0,69.0,0.0,1.0,41.0,9.0,3,2,1
28831493,52228959,2,590,0,0,0,29,0,2,0,0,2,0,215,54,11,0,356,5,2,19,6,0,0,0.0,295.0,0,0,14.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,107.0,27.0,1,1,1
121777817,309725647,3,2279,0,1,1,131,0,37,0,0,23,4,984,199,232,24,1659,24,209,80,5,0,2,0.0,61.0,0,3.0,3.0,0.0,17.0,0.0,0.0,20.0,2.0,0.0,26.0,8.0,9,9,1
70972602,361414121,2,490,1,1,1,31,0,10,0,0,5,0,188,81,2,1,568,16,55,19,2,1,1,0.0,49.0,0,2.0,3.0,0.0,15.0,0.0,0.0,29.0,2.0,0.0,18.0,16.0,29,29,1
20597490,102246208,3,527,1,12,1,9,0,10,4,4,9,0,192,64,6,1,19489,209,828,692,49,2,5,0.0,52.0,0,3.0,0.0,1.0,58.0,0.0,0.0,28.0,1.0,0.0,19.0,7.0,1,1,1
87385056,103315288,3,642,0,1,0,43,0,3,0,0,2,0,275,67,9,2,102044,1863,2588,997,4,0,0,0.0,214.0,0,0,14.0,0.0,14.0,0.0,0.0,102.0,2.0,1.0,91.0,33.0,1,1,1
78324634,102548827,11,3738,1,57,1,27,0,3,1,1,3,0,1457,121,196,2,50047,1076,1456,430,142,4,8,0.0,1246.0,0,11.0,9.0,19.0,138.0,0.0,0.0,116.0,3.0,2.0,485.0,40.0,1,1,1
81209558,216700552,6,5105,1,251,2,149,0,43,0,0,28,0,2482,342,6,2,2699,50,358,130,6,1,2,0.0,118.0,0,3.0,3.0,5.0,34.0,0.0,0.0,20.0,2.0,0.0,57.0,12.0,5,2,1
52795855,343562079,4,1450,0,18,1,36,0,27,0,0,20,0,644,119,63,1,57954,928,1620,636,4,1,2,0.0,53.0,0,4.0,1.0,0.0,40.0,0.0,0.0,91.0,2.0,1.0,23.0,5.0,22,11,1
128250525,218583163,2,1186,0,0,0,22,0,17,0,0,13,0,526,98,30,0,221656,4703,6629,1420,3,0,0,0.0,69.0,0,0,1.0,0.0,53.0,0.0,0.0,156.0,4.0,3.0,30.0,7.0,1,1,1
122289521,159746378,21,4224,0,258,3,143,1,108,1,1,58,2,1618,212,152,7,291573,6392,6926,1121,21,0,3,0.0,39.0,3.0,7.0,1.0,2.0,29.0,0.0,0.0,260.0,6.0,5.0,14.0,3.0,7,1,1
75548296,236905008,14,407,0,4,1,1,0,1,3,3,1,0,191,50,24,1,3766,43,90,59,199,1,3,0.0,407.0,0,14.0,1.0,4.0,407.0,0.0,1.0,63.0,1.0,0.0,191.0,50.0,1,1,1
44663398,334511716,1,1296,0,0,1,71,0,4,0,0,3,0,679,165,7,4,502,11,53,17,1,0,1,0.0,324.0,0,1.0,17.0,0.0,18.0,0.0,0.0,29.0,3.0,0.0,169.0,55.0,1,1,1
6396227,148418705,2,2340,0,2,1,128,0,21,0,0,16,0,855,169,13,3,1015,17,108,53,2,0,1,0.0,111.0,0,2.0,6.0,0.0,18.0,0.0,0.0,19.0,2.0,0.0,40.0,10.0,1,1,1
11993970,186817448,4,7083,0,540,1,205,1,35,1,1,24,4,3612,455,83,11,50973,1316,2248,1130,9,0,1,0.0,202.0,1.0,4.0,5.0,15.0,34.0,0.0,0.0,45.0,1.0,1.0,103.0,18.0,3,3,1
81923955,230373013,7,183,0,0,0,4,0,3,2,2,3,0,80,26,20,1,10329,268,430,198,119,1,10,0.0,61.0,0,0,1.0,0.0,45.0,0.0,0.0,52.0,2.0,1.0,26.0,8.0,5,2,1
46249710,21057794,4,3818,0,187,0,78,0,40,0,0,29,2,1254,175,224,1,523862,12220,12512,2007,4,0,0,0.0,95.0,0,0,1.0,4.0,48.0,0.0,0.0,261.0,6.0,6.0,31.0,6.0,5,4,1
130831293,239438065,2,698,1,120,0,6,0,5,0,0,5,0,267,75,21,0,4587,102,333,85,2,1,0,0.0,139.0,0,0,1.0,24.0,116.0,0.0,0.0,53.0,3.0,1.0,53.0,15.0,14,14,1
120873,138774678,2,3734,0,5,0,69,0,33,0,0,26,0,1670,402,33,0,44066,1244,1870,643,3,0,0,0.0,113.0,0,0,2.0,0.0,54.0,0.0,0.0,68.0,2.0,1.0,50.0,15.0,2,2,1
115949891,164204339,4,2078,0,161,1,37,0,3,0,0,2,0,1051,95,587,9,125830,2725,3631,667,46,1,1,0.0,692.0,0,4.0,12.0,53.0,56.0,0.0,0.0,188.0,5.0,4.0,350.0,47.0,1,1,1
15303697,308497710,5,387,0,0,0,9,0,3,0,0,3,0,175,40,83,0,142237,2947,3271,851,7,0,0,0.0,129.0,0,0,3.0,0.0,43.0,0.0,0.0,167.0,3.0,3.0,58.0,13.0,7,2,1
86889967,311756628,5,932,0,0,1,36,0,15,0,0,8,0,305,71,15,2,584591,12172,10435,1599,160,6,5,0.0,62.0,0,5.0,2.0,0.0,25.0,0.0,0.0,365.0,6.0,7.0,20.0,8.0,6,12,1
96050373,9621384,3,2822,0,103,1,244,0,62,0,0,51,4,917,186,80,22,31103,709,1492,596,3,0,1,0.0,45.0,0,3.0,3.0,1.0,11.0,0.0,0.0,52.0,2.0,1.0,14.0,3.0,6,6,1
95751943,86741060,5,271,0,0,3,53,0,3,0,0,3,0,105,51,58,22,7819,92,419,139,11,0,3,0.0,90.0,0,1.0,17.0,0.0,5.0,0.0,0.0,56.0,3.0,0.0,35.0,17.0,2,1,1
25487075,227076520,7,1001,0,46,0,11,0,6,0,0,4,0,385,77,101,0,523862,12220,12512,2007,19,0,0,0.0,166.0,0,0,1.0,7.0,91.0,0.0,0.0,261.0,6.0,6.0,64.0,19.0,26,1,1
84904440,388469334,2,2573,0,33,0,51,0,28,0,0,21,0,1082,203,2,0,7445,61,141,69,3,0,0,0.0,91.0,0,0,1.0,1.0,50.0,0.0,0.0,107.0,2.0,0.0,38.0,9.0,3,3,1
99750042,109676595,12,718,0,0,1,32,0,4,0,0,4,0,273,65,58,3,584591,12172,10435,1599,12,0,1,0.0,179.0,0,12.0,8.0,0.0,22.0,0.0,0.0,365.0,6.0,7.0,68.0,16.0,2,1,1
25665414,301693238,5,1648,0,8,1,25,0,5,0,0,4,0,844,257,54,3,82142,1742,2658,707,15,2,1,0.0,329.0,0,5.0,5.0,1.0,65.0,0.0,0.0,116.0,3.0,2.0,168.0,64.0,5,5,1
118582594,132021742,3,30,0,0,1,1,0,0,0,0,0,0,12,4,8,1,114441,2440,2614,612,153,8,1,0,0,0,3.0,0,0,30.0,0.0,1.0,186.0,4.0,3.0,0,0,1,1,1
50347397,244944361,1,7413,0,137,0,180,0,155,0,0,59,0,3107,244,4,1,25351,497,1435,679,4,0,0,0.0,47.0,0,0,1.0,0.0,41.0,0.0,0.0,37.0,2.0,0.0,20.0,4.0,1,1,1
87385056,115851340,14,642,0,1,2,43,0,3,1,1,2,0,275,67,21,2,142237,2947,3271,851,183,6,6,0.0,214.0,0,7.0,14.0,0.0,14.0,0.0,0.0,167.0,3.0,3.0,91.0,33.0,5,1,1
66321449,12232410,9,772,0,2,1,80,2,18,2,1,13,2,255,54,16,2,69386,1410,1621,471,42,0,2,0.0,42.0,0.0,9.0,4.0,0.0,9.0,0.0,0.0,147.0,3.0,2.0,14.0,4.0,4,2,1
42111305,2645031,8,3066,0,151,1,111,0,9,0,0,8,0,1320,217,61,4,37035,628,922,383,8,0,1,0.0,340.0,0,8.0,12.0,16.0,27.0,0.0,0.0,96.0,2.0,1.0,146.0,27.0,7,19,1
123829617,330764373,2,1718,0,105,1,25,0,6,0,0,4,0,697,97,157,18,83306,1669,5193,2126,6,0,1,0.0,286.0,0,2.0,4.0,17.0,68.0,0.0,0.0,39.0,2.0,0.0,116.0,24.0,10,1,1
70285486,188485406,15,963,1,56,0,58,0,12,0,0,7,2,371,66,103,1,509822,11525,10545,1888,50,3,0,0.0,80.0,0,0,4.0,4.0,16.0,0.0,0.0,270.0,5.0,6.0,30.0,9.0,7,8,1
2202055,26842219,3,1836,0,7,1,108,0,29,0,0,16,0,591,121,3,1,15063,200,390,282,3,0,1,0.0,63.0,0,3.0,3.0,0.0,17.0,0.0,0.0,53.0,1.0,0.0,20.0,7.0,2,2,1
37305183,318790201,1,1646,0,15,3,178,0,23,0,0,20,0,760,221,2,3,2390,80,149,53,4,0,3,0.0,71.0,0,0.0,7.0,0.0,9.0,0.0,0.0,45.0,2.0,1.0,33.0,11.0,1,1,1
18679968,319340584,17,1077,0,0,0,26,0,11,1,1,9,0,327,88,53,0,15449,335,335,65,75,1,0,0.0,97.0,0,0,2.0,0.0,41.0,0.0,0.0,237.0,5.0,5.0,29.0,9.0,4,1,1
80324141,267877177,6,436,1,32,0,0,0,7,0,0,5,0,180,47,22,0,5591,141,318,123,55,1,1,0.0,62.0,0,0,0.0,4.0,0,0.0,0,45.0,2.0,1.0,25.0,9.0,2,2,1
77904805,38081126,7,785,0,1,0,6,0,16,1,1,12,1,322,91,88,0,12054,201,494,238,37,0,2,0.0,49.0,0,0,0.0,0.0,130.0,0.0,0.0,50.0,2.0,0.0,20.0,7.0,3,2,1
11027223,145867929,2,2511,0,21,0,179,0,59,0,0,27,1,875,103,9,1,5689,103,199,90,30,0,2,0.0,42.0,0,0,3.0,0.0,14.0,0.0,0.0,63.0,2.0,1.0,14.0,3.0,12,12,1
74263726,286636012,14,2188,0,1,1,42,0,15,39,32,14,0,715,144,55,1,199972,1878,2533,635,2105,18,52,0.0,145.0,0,14.0,2.0,0.0,52.0,0.0,0.0,314.0,3.0,2.0,47.0,10.0,23,1,1
104881724,95567140,22,133,1,3,1,1,0,4,2,2,4,0,35,17,56,1,2354,61,37,23,128,4,3,0.0,33.0,0,22.0,0.0,0.0,133.0,0.0,1.0,102.0,1.0,2.0,8.0,4.0,2,1,1
