user_id,item_id
136290703,54587392
59783294,242256305
59783294,97418191
59783294,172887830
85363944,333657410
18519220,302567535
85363944,143059622
85363944,169439158
88513390,95107838
127142437,311960308
65762927,22545885
97347111,327710193
97347111,186210164
97347111,99073762
97347111,191733361
64712283,359122741
40330673,344445608
96050373,137089580
114008857,353729623
96050373,208848802
96050373,24283054
96074973,41584789
64244429,19475551
89662943,127347928
64244429,197260610
64244429,197260610
19166363,33949994
57638892,393236944
13824734,68696843
13824734,135867565
13824734,233679745
50347397,93347150
50347397,38525117
95348615,228548048
126696594,303583959
126696594,32667079
26347728,13927918
50347397,68235998
50347397,373350373
50347397,33787931
88644182,169309523
96356617,182133953
31685709,193114177
50347397,380230938
50347397,365689930
50347397,341955738
54056,363697787
100164732,121038645
58335778,146383685
58335778,155830645
108437297,220727441
90035738,301350645
93680924,229887994
50213638,288999663
25541349,355955772
47156937,43017976
47156937,94567594
47156937,20521777
47156937,55198994
104564979,123067859
133001287,313335461
138793462,380678892
138793462,91517429
138793462,196320726
138793462,17217132
138793462,402207370
79057120,244744397
79057120,171594026
39675115,46550759
14568076,70532931
86616463,229469763
106479107,53730166
14568076,397895832
121393413,167321821
121393413,200752828
121393413,309517115
24772941,269027671
24772941,397787023
24772941,252109876
43882230,249637443
45246385,303569617
23329867,44292388
23329867,353420779
10653322,3426133
48517391,88872015
48517391,246383590
51969859,223896058
59746563,33814429
59746563,393450087
59746563,377360258
122818954,396827974
122818954,133036737
87385056,333806798
31464363,146498231
94634280,352658828
121194621,193746866
99421976,255892896
69636615,212949294
141325380,69974440
45051306,16383112
9171866,133544052
68218327,298371704
72333767,306522500
23501761,329666311
23501761,311286362
20022840,114456371
7546392,351036451
49755294,263358582
117961451,52368852
117961451,64217091
141838906,403375275
52957351,362201834
68183978,62721593
68183978,170517245
16716001,351546072
16716001,390516270
16716001,155489622
43660726,366754761
90652115,282109954
90652115,318431082
90652115,334986099
90652115,214416313
90652115,210834872
93207382,231549403
74373659,36787984
74373659,72196398
3519280,94580182
73663591,16312629
2641662,83473773
86056995,280849052
13056340,351272914
13056340,81346030
7390410,206530689
83299768,43696770
2506341,209238939
56790163,213416762
56790163,368013891
16896741,199372815
139370639,215099434
52132931,190869916
52132931,190869916
63421528,101395761
18292649,380228173
29025946,81875886
127383094,59432770
140777465,315825690
71190731,150967158
140777465,153421091
39918045,319573646
39918045,100510236
39918045,308402752
116944704,81075469
482573,241446143
85994287,46511062
85994287,46511062
66321449,346988144
114728469,267467790
141856245,96654069
140372438,62602827
114728469,390643224
114728469,286797755
25815801,303343676
25815801,190019668
62969316,60723894
62969316,309807072
62969316,120203103
108049747,93264062
138164167,274876834
92241160,164414283
122920831,347039150
62855978,9064538
84675350,107308570
71193336,403131143
71193336,340981646
71193336,257254288
67077817,175159527
22254224,293975022
91301440,355291668
70549753,378773154
94057453,177452549
23228065,120496439
23228065,314256040
89587556,130682189
130540609,385644458
60549556,368405199
15019848,49472062
15019848,393779493
118594705,15608435
58238111,207450604
95757940,122252631
95757940,236242356
95757940,403052802
113960,318549338
25742135,28935088
38474069,28966365
138899037,375463108
70664970,157180354
14870142,234950428
70500246,262116637
30198310,175040528
70500246,38793069
90785350,332054816
57502610,337200176
95885873,181818605
55521985,56454174
11635792,79540633
68985908,224964324
87612342,154311572
68985908,187712210
131039248,201510633
122102339,368431105
122102339,46183175
28880921,14737843
14656393,300712301
81924521,185878822
14656393,80562027
25318332,117866103
63712853,264626517
105603256,352308708
14656393,163053602
115368454,211797280
118974630,257386495
115368454,42489485
115368454,191667183
118974630,276793667
115368454,37410653
129680783,164361059
100234220,339630750
100234220,286249848
17175521,378386058
58811668,191394127
82252219,325312651
133002039,330836935
64497148,168139888
39690010,397323680
27129711,33383279
27129711,226796798
118140577,196699651
13630759,71292269
95103333,114592236
95103333,340632840
103767458,10633704
95103333,110822421
109278492,113863569
79395550,135608670
21287960,366310570
21287960,254336653
21287960,14506588
21287960,26307845
21287960,256242536
21287960,199919450
21287960,58972479
68382361,346912503
21287960,209340381
17822595,342553985
135397807,354531685
98506532,126187216
70270079,358400214
38973173,27757788
38973173,161624968
132233475,247840695
41072973,394571055
41072973,256322573
41072973,295188538
15484510,381394083
57361144,370295560
15484510,286817966
15484510,44814482
107471288,126988708
107471288,45920886
45050751,395972529
45050751,366032069
49911829,233105959
80291753,14874913
80291753,114748228
80291753,371404694
80291753,296834110
87348753,183358451
49911829,134587587
122382368,21670011
48771006,277614273
71085945,117311567
12039328,102963744
50764909,402867688
71051585,379416561
17362237,84800792
44810785,216320295
129308119,43294189
39260000,32601856
120443445,139367599
109355858,332329663
109355858,120636835
109355858,89869637
30282407,35913671
74541990,144562631
15183813,32624869
42716226,57273040
89346491,276407363
137115052,137952458
22921488,389571175
9238232,374023728
22921488,95726734
22921488,386205436
24219008,300616970
85134448,198582684
49929778,88116515
35012787,177028719
123140704,89709907
129646723,313080834
105359649,23892722
35126807,154563825
118228924,63255689
3192805,292492444
43396238,312708977
49897559,372467116
96495511,214597990
771719,44647623
5699616,306435177
77963009,191946697
77963009,101476604
123575075,182272426
123575075,336102900
123575075,315304175
123575075,373086618
123575075,214019204
123575075,203129538
15554387,156307280
31354597,283370225
56219133,242804532
17258875,314646403
59174013,295693665
111665868,72375200
111665868,346620459
111665868,151720523
111665868,221162900
83307780,385891428
83307780,224935723
83307780,376296555
83307780,335585070
83307780,312180641
44706382,58171969
23038853,342733258
76678507,153422413
16367992,46682912
91424888,23439647
91424888,116661134
132315137,63812135
132315137,306650525
132315137,380355330
97291358,50477918
132315137,105565116
49896332,98419765
44397875,67722497
132315137,252648727
136478664,100184556
111105453,86721398
36508157,6189094
121777817,309725647
40228547,151401554
121777817,44939477
73172497,245154795
111497529,11451648
111497529,122317357
111497529,121411460
111497529,119928419
111497529,201491839
111497529,13498922
13789551,339653378
13789551,313717323
86531384,206814569
61246666,126603341
23506974,138063310
129583911,95028741
5409107,262658400
16113880,86918511
5409107,137159330
20947444,105794710
20947444,279804946
115304753,253392859
108049615,135153371
100112070,97362116
37305183,179304993
37305183,372594750
130766413,107544680
18634145,236905008
68317553,28299584
114211505,146165502
19998815,66578698
19998815,3947384
27411600,193666451
73676533,229211437
73676533,251680071
18679968,319340584
1799885,19528140
85932424,164768930
91823027,401191952
107338034,283748016
129539766,17857592
39531225,49125853
120964894,136503831
120964894,184160852
92939147,274347847
83000130,119337158
83000130,336127161
54559085,151752757
54559085,325696316
82009033,339883778
102976052,253272412
102976052,17608743
1144286,1443472
608951,80178174
39441936,364109203
39441936,231207331
19723169,341596238
80795824,302501202
35168420,56204667
48766601,359851447
59194752,390148554
35168420,124887759
7223825,366858932
14282886,367093407
35014928,47882961
91719173,244943519
11415302,212532210
69070936,144795576
114931013,348886060
114931013,18977435
58727397,298362562
68747316,173894604
29217415,403306047
29217415,118625698
29217415,231183605
103523811,338727776
103523811,248357042
115550205,346753419
5851343,264192951
5851343,108629330
5851343,101283453
5851343,43212449
87658501,79448155
60497165,402986048
60497165,162091262
36113584,337022122
92645086,246287537
13693896,136125041
13693896,43797811
108527493,199249608
33918143,333866800
33918143,218491936
34052000,86849735
50020786,152762904
21406678,266968755
124799559,60251144
25368702,94698813
80893734,22320397
132672202,299439701
1627203,50036723
83156622,324396604
90684505,337949296
83156622,154621701
90684505,65342264
109939909,249910758
109939909,213152432
109939909,376399156
109939909,361279952
109939909,380538200
109939909,150098888
109939909,77372237
122141696,226899035
79302874,93033033
119389169,109578118
119389169,313317758
119389169,294383663
2935703,85650000
133001203,270193671
133001203,354207780
71738077,373917232
95391913,65656222
76786143,328448465
133948296,347959266
131187235,122279227
131187235,231084305
88980512,287623953
121420532,118992232
140070019,105586975
21322266,220836375
21322266,20429413
140070019,80980966
86241219,7349425
86241219,262865272
40014282,4946523
40014282,185751510
129258298,35883052
80443167,4480693
82674597,276896787
33445386,149742936
40039522,165140838
44683766,72432866
17655263,347118933
1017622,51170577
33470115,394995970
29332454,121242379
29332454,94290845
128039265,312370037
128397777,252598685
26916375,207988800
74261788,347970480
130583905,292807126
89837777,103861254
73491371,431144
55576078,350829748
55576078,202803923
55576078,174836699
55576078,77146290
55576078,163931667
55576078,156412622
4567220,141703732
33318592,159030276
130461158,70065912
20964170,311146085
20964170,359571829
64454947,201139492
20964170,196875452
130461158,146447058
117112100,179851993
18883390,114045698
18883390,91491394
18883390,60335068
88749982,399985148
88749982,348067656
88749982,184132937
112125475,366684601
36281725,329860848
62585395,344709678
62585395,294433296
36281725,25625325
110599932,273661185
46955464,355794985
46955464,135664820
130636629,282506403
12118297,362329007
12118297,127998239
74155886,84739185
132552278,44579487
132552278,8594907
105525853,313416708
2336350,155420351
130463595,10266710
78595880,358629200
75764436,200778143
13178504,167329854
81245680,146528069
13178504,3596930
100674178,348824359
3282021,50949672
68573775,364933008
55192915,220011255
99792011,61505228
100839116,308392886
113922474,233326299
32831611,257168627
113922474,76542271
89727305,358392852
113922474,324418417
57945381,43895743
98507853,340862477
108611714,186576346
18261127,348866408
18261127,279659198
120402855,77305792
18261127,213819961
47674385,340165074
18261127,244860226
18261127,126996012
18261127,304473199
18261127,304473199
47674385,250667824
68352416,253646131
130688646,284161299
90024783,254818442
90024783,240241291
90024783,169564482
127584816,30028845
13006367,334212788
46179048,66317914
31495737,200638263
13006367,17775396
83687317,187786493
83687317,112277166
15688979,255422538
116780169,117809774
30833242,100727297
29431939,338158566
50370611,20839625
100110794,383689646
100110794,253662771
50370611,346677869
50370611,222335301
111671760,105536845
53881441,322012193
111671760,315101816
111671760,401463677
111671760,30435982
81611585,280473866
60432494,243275059
60432494,46265301
56760511,124638220
56760511,294731253
7012275,160626286
86317377,367477354
59627027,33769414
118770004,271578468
122740147,78719741
118770004,158820133
50943011,54331107
50943011,57687877
133023935,24476373
37338448,107702130
37338448,111495746
37338448,363927142
28826774,164323329
37338448,162134268
127750520,355456017
44220296,112879330
134377639,300931352
123990518,140288573
18783765,357692932
11584887,403582878
37648682,205439724
72663653,124371408
87876065,182983546
109711418,9448147
109711418,137951265
98638050,261408802
94076145,250086253
94076145,57628598
65430299,113826131
87820307,173521231
65430299,106436188
104361779,99639841
156608,75874246
131612507,362681458
104361779,350564440
131612507,165261030
127942702,40745253
131612507,14721752
127942702,380380650
127942702,133521118
23574912,127178454
23574912,305176920
2099277,202283524
7805089,342259609
2099277,71714235
7805089,63819446
74086245,184037383
38965513,257171258
1778994,4513684
1778994,312674076
38965513,246092942
38965513,48976143
38965513,249634031
1778994,191418894
1778994,176942427
1778994,148505457
93029303,83791174
1778994,88168589
55667626,217156180
55667626,237289170
13907248,71530363
42723928,380761194
2267344,361629407
2267344,304983556
12567456,397759891
91518799,173651118
2604596,99705387
126862652,104444541
121673341,22978182
15516289,338627749
16466178,297517413
55890664,301392129
6596569,343858381
6596569,109667699
123963959,126018739
57105532,255182240
57105532,78538694
126406308,61089917
80214639,271490670
22466822,69853877
71985206,252684270
71985206,237961704
1376538,322346839
21562611,344421645
1376538,270694295
1376538,302199780
1376538,302199780
52655107,305588088
75394275,303619272
38307670,194961941
138858951,61983053
138858951,87563608
53964738,85927783
133503007,121983903
138858951,38043462
82076649,181675812
114726739,32578409
75971112,192795241
4839533,225821315
132601166,253517434
96578339,312466477
10630192,324456161
96352312,202263227
113702719,131881037
113702719,188921255
66872523,34152144
119938369,122913304
122807356,24313808
1399592,75598727
106551398,178198156
108890194,42784401
8917150,93826593
8917150,342120672
29054420,295132585
73737167,377449500
63329418,365031366
63329418,177169298
121340861,21272784
63329418,242223922
67611131,339074527
22701535,273755596
22701535,281963480
22701535,355996867
22701535,151402860
19490224,182348249
49893764,163761848
19490224,78598263
49893764,178150725
104615163,264204904
104615163,395748201
104615163,213601730
87238055,128800375
87238055,28265089
47141960,361301148
52808446,179623650
47141960,95663304
52808446,218992120
52808446,95591315
13546800,85464776
13546800,282278316
13546800,269637470
3325137,224926824
126943639,376344535
126943639,196941140
100154665,10740760
14843329,116691296
64431010,252119154
21072045,189585297
91223012,290387741
91223012,111577211
91223012,111577211
91223012,300487721
14306251,197194138
14306251,8894705
16860047,147672933
100067745,110924666
100067745,137731463
16860047,234971328
100067745,51815391
16860047,302531752
16860047,132449069
119949040,203077487
131534140,301547003
29092348,28416581
38913959,219265064
115557934,68105152
49189810,77967553
49189810,289770077
123620434,260793609
59688022,325188667
59688022,323705344
57834315,6546677
56127169,140643910
1351481,402837175
55764582,53073693
111768420,129816072
89172693,139491377
1902324,396350242
29983125,328113364
116510616,6937279
83469580,164319987
83469580,319292516
44148158,256639497
91638650,144769228
120169983,34655950
109258006,157695028
65019624,211867043
91638650,83142039
87375362,264174594
66201870,222891735
83767777,388591559
83767777,205886759
99144500,73755292
13915850,391078937
91932335,286144222
12399556,374901021
12399556,335766686
12399556,149245379
12399556,360553483
61450887,111940417
76146995,374109112
36022352,366183374
22717128,326948676
44703989,18345813
13045535,123685349
22717128,205459819
1234370,153396127
135582975,396838682
91078774,53098883
85740035,213114131
85740035,25711693
133867706,151514124
53413854,88771075
53413854,288082849
89003687,8900607
89003687,305592886
89003687,13448739
116372262,364374767
60402528,324652670
124561281,160281326
40222003,89466212
25856373,80595543
75195687,110139179
82299002,171991447
82299002,333451674
92645331,28735536
64614030,319882501
85794200,63177560
39427521,98501581
25329794,122832553
132634718,205831216
123798968,310503791
123798968,200888708
132634718,272103047
36121813,138727519
132634718,248911086
53693834,356632520
17967304,196826425
17967304,173798413
69584099,210648259
7956207,303032909
85528205,402955158
103464835,96881824
128378444,116748246
128378444,402089095
3673346,50976447
32497825,397945189
50059367,327678446
50059367,208831071
92795144,39101653
37273399,206092263
111187439,61521280
108287275,46777392
108287275,302359447
88037774,297266006
95112222,59570051
121374760,179468488
97295603,106305209
97295603,230428492
96079462,246884945
96079462,220344387
10047481,192667380
10047481,325952183
117965873,119017323
101898979,143930320
101898979,46327631
90251602,300274540
90251602,381320943
141757856,10522448
141757856,107977582
127098592,90486972
47248096,323665825
9092898,389561617
38016396,298936408
38016396,32358520
38016396,6463904
38016396,32358520
15878366,15230512
132323147,179269077
85784910,335721167
88384654,169392164
47503453,41788921
122512765,8227840
125945783,240368477
128066004,374642567
125945783,277820447
140040145,189150638
14306251,197194138
14306251,162689372
14306251,27288652
97132998,46295272
100110794,95185039
100110794,280683329
75394275,67841734
131534140,247673382
85363944,9556345
130199663,155616768
27557493,197616213
138858951,13898499
58811668,192040230
66306934,150566568
61450887,196383357
132683466,308532226
47035700,222562552
127142437,112633788
61450887,368934630
108051466,314215962
32497825,218329736
123620434,105724346
63703703,292101303
80441054,235237194
92795144,6438675
31222716,321052791
22577104,141351893
22577104,386229776
22577104,360980656
142216376,144914244
40613326,109181520
22577104,208189533
10878250,270670345
81890271,203064992
81890271,283962773
103767458,219007989
139004328,276236912
111768420,231372772
1017622,48700033
1017622,338500229
99781237,160520149
134882084,235724868
45612771,391130917
45612771,146531513
23501761,154769625
20022840,382721997
20022840,263542356
20022840,403745288
124510488,181278133
91301440,209061690
122512765,25276094
70851841,127674659
31810270,390660953
74155886,348952072
80560285,65976702
80560285,152349232
42879294,13930507
80560285,102505036
118770004,105690965
112125475,373484654
118770004,240708465
132552278,65487814
88749982,392855545
68731493,207855425
3282021,331832227
138375674,174040551
32369117,398004549
35014928,232244144
35014928,367817552
110047109,347500323
67473135,196539580
1484148,293259680
40029310,371048126
40029310,390324639
117155106,244680342
63953333,321071700
116520218,203499473
27411600,393834960
27411600,30204354
72512616,314493430
45051306,174827240
21597711,378051609
21597711,267567676
78595880,122422019
65019624,320721541
13178504,226787746
13178504,134967600
13178504,216282915
101876830,239054035
60402528,323682903
99248296,150399301
129236851,194405892
120964894,140675306
18261127,228788483
18261127,137699736
18261127,110808346
18261127,110808346
12399556,149245379
18261127,138936519
12399556,360553483
12399556,380901815
18261127,123240689
18261127,303726327
18261127,346199529
18261127,176504080
138976435,286838902
138976435,238256997
138976435,123568411
18261127,312973158
13758285,91352355
119687381,86454804
13758285,8773228
86241219,274377930
86241219,300036221
16896741,177924434
33212575,353447600
124173840,335017528
33212575,311659146
139030112,121114696
139030112,99606076
113469201,328863878
76786143,343156939
76786143,371906359
126943639,26912945
107667652,189080351
130461158,350814691
70107226,9032191
130461158,251909044
130461158,203673739
101560598,40745190
133887741,257750459
125920917,398253849
130461158,180756392
116113058,158605320
413178,148712621
95088933,248580315
123140704,335144961
40014282,54546274
39454183,53512464
83790946,102116188
96786739,382820359
3192805,282581157
59688022,304711403
59688022,368183544
59688022,337699920
68155005,177781162
68155005,297319362
59688022,81975268
68155005,249642555
42694858,1955605
121952115,321283008
72384905,391886263
85183437,227163780
10272513,157486476
9601609,100318372
57945381,43895743
14555625,387935042
939299,175686020
117112100,135865330
117112100,42127891
42601828,345897704
64614030,92758757
68885498,366550911
113877580,293594955
112133723,372488918
35149804,286462983
35149804,16678879
29226661,230146952
1627203,181013841
60248227,98738942
9171866,216590122
22882656,204547533
76150079,131047470
59746563,390931223
49755294,233220833
43527099,79108630
46607628,325178118
119389169,336708950
76477693,184300839
81295365,28427145
21855075,9473461
140199015,272989993
81409690,67823153
140199015,72838183
81409690,263144239
44748590,92460014
57899010,100687011
131187235,383985558
131187235,48707060
95872965,175694483
131982300,170995748
9804081,224265526
57334064,11996040
81748621,162144344
113659431,355951058
99693145,120462908
7283064,24477423
7283064,296797022
7283064,378058998
7283064,278841543
7283064,23794394
7283064,333113697
7283064,4498847
7283064,245967345
88980512,237964673
88980512,320266561
88980512,291871134
110728476,110172258
109921488,382465581
81611585,7445868
4381858,275241582
25618584,274869039
98607707,54324593
86317377,351781234
97347111,397921147
31245197,279744271
96050373,203301311
128107871,258181459
78445846,138404578
96050373,154752287
24219008,224829052
142151675,201427975
68709423,257663448
33470115,265511566
90652115,143283632
90652115,135619023
120855917,400126099
16466178,249716613
46945718,391706492
14869973,29446659
69871078,80463013
22701535,173309792
136487187,340795214
30198310,282911377
124559448,139892833
14870142,273674431
14870142,374755653
74373659,214948478
11993970,105401161
47141960,318048410
45149630,354283757
141323792,267758813
1799885,342396104
1799885,315720844
23362810,312907418
14674689,308963466
100154665,166432537
28880921,196025319
44449753,353498312
82874137,64368485
134297173,96753255
134297173,283752366
76939979,197221571
25756303,400116777
39531225,80359707
78467491,113854746
106083110,130132224
129500471,202569100
59462013,396037568
47674385,101926161
38479843,315675157
80795824,163173510
17432120,79771842
53881441,306657514
117523208,103862458
46485348,213787875
46179048,73082611
121532713,124041337
113537369,188616872
113537369,101970264
113537369,176181244
36797719,54998838
63329418,152402285
9184855,246460011
105100646,150378189
105100646,236033833
44037373,216487487
47074069,73427924
22717128,118530918
22717128,308076417
36281725,164101056
5244763,171486578
36281725,118253864
22717128,398962979
22717128,204936622
22717128,90459124
36281725,358827267
36281725,5632787
36281725,260639171
101659505,228665563
101659505,156629121
101659505,129522849
101659505,257816059
101659505,115325361
19561580,94091548
79947161,32232401
129077923,387159316
52126011,382019810
67898761,240352484
51083613,190607543
100121842,395940465
50347397,386571395
50347397,155231822
50347397,202999729
70889190,114986315
42716226,59904560
15688979,248172401
15878366,25059476
22254224,239482761
15688979,270944129
108623128,189061181
15688979,82538174
51566642,289211607
128463,239987422
128463,246269156
114728469,205735200
47328088,43894714
114728469,108413203
56201067,298276255
35284607,246432598
79254037,236850076
25742135,249161454
93021294,263398125
135981623,392985634
122253338,143553326
122253338,143989881
135981623,93474614
92790292,365847935
111605397,194676462
25742135,58514668
39675115,401697410
60079613,308355247
139370639,210530300
23228065,277675647
64847438,189026567
23228065,284294879
52132931,120409758
52132931,83764247
36058886,310170831
100929958,81549995
100929958,366187716
130688646,101153223
130688646,346257515
130688646,287447532
7288446,34725463
9748855,229481849
15698093,342637962
83687317,347621662
83687317,372251651
27622186,105729023
126555406,155543400
126555406,270078811
41318851,11833134
41318851,349008048
120435097,322994187
116409191,285288009
116409191,277703286
76054159,300072512
42723928,282641204
123575075,169816224
50370611,325739475
50370611,346677869
123575075,312530997
50370611,20839625
72552037,59953025
123575075,218094023
123575075,163573258
123575075,148923160
111671760,130078672
111671760,204607027
111671760,182496418
111671760,378538598
80955364,128983683
80955364,388296343
13201221,157489790
13201221,8886224
13201221,279208383
13201221,320407241
13201221,4288427
25833600,31128864
30052966,359765216
119318284,46784863
43849039,21978773
109711418,6574333
84247610,69638781
116944704,12928190
20288940,38736147
139175021,235556058
140372438,345463043
29332454,370970399
29332454,167878784
29332454,269140733
95231225,158772516
25815801,65952989
62969316,37795461
82705236,155490044
82705236,68469591
55576078,53518297
55576078,163715461
55576078,239905496
55576078,316664010
55576078,7571033
42681705,38956710
55576078,5036158
128604627,366603047
111497529,216390972
111497529,141514919
111497529,68544650
95402018,241704454
62007671,98329867
8182708,397640891
113957268,121517066
17020394,393572870
12725240,243602780
130107482,235479701
130107482,197810954
91638650,184089877
123990518,58460668
136628716,11173791
33940605,329806916
33940605,373223925
54072669,118678149
104014368,189059105
54072669,356242439
33940605,279614530
142128951,51682775
142128951,354456730
142128951,247790
141838906,75933515
141838906,302611111
76228001,58765729
94195097,123159454
94195097,175964473
94195097,117216943
122834365,111287259
119091459,336826248
16716001,291660433
96581322,127256735
96581322,265476806
16716001,63639625
96581322,147400704
97963484,100265888
1778994,278463529
1778994,204447731
105417760,311434349
49839161,49119283
71678956,275436589
18978709,160404299
18978709,343376597
18978709,300587617
96934202,234816927
71678956,371421494
21782028,159579476
21782028,393115683
125040946,48683225
125040946,160323088
58200499,131413048
14656393,264921051
29400029,66384292
12567456,369053306
126382145,70727087
118709512,152223150
7956207,278175477
7956207,375762863
7956207,340254940
18292649,161271656
59783294,324152988
59783294,272764395
115368454,349375919
115368454,401942552
109639486,400066509
39918045,393878267
39918045,126987087
115368454,47813986
115368454,21038615
14568076,164517180
14568076,71300831
14568076,147036192
14568076,147036192
14568076,343351478
14568076,4564462
138266735,28754459
121393413,46805319
121393413,305514354
121393413,1502408
13824734,229674028
13824734,233679745
13824734,62299337
129593694,302215093
135492776,62555197
84568949,56375315
70027159,298614831
70027159,303791340
99144500,87064162
41807643,134509928
22921488,377601038
133235363,260237404
41807643,375934365
41807643,60450626
41807643,242163886
26857882,155666994
113395505,141776352
138793462,320942077
138793462,146043385
124561281,396057648
138793462,273445209
138793462,390030290
138793462,294058672
138793462,299965734
124561281,377011605
124561281,66955878
124561281,236394760
124561281,188044354
110857935,178662396
55456593,81456496
103523811,150192545
117058802,334434021
134483932,16338942
74285031,213731165
74285031,270445996
91296173,104550362
53981410,401079978
77654027,46823627
46567746,369509713
123746892,22687827
132398202,162446
132398202,390350391
19490224,58627288
19490224,265275852
17258875,303396724
85740035,90340562
125067299,295991465
10047481,320146196
17907443,371053713
104577182,351341634
40222003,293740492
2128246,181631152
120228731,56671992
29217415,275118015
131039248,207861197
29217415,210153711
73882215,382339630
12572107,321013092
105603256,13168452
99785045,15677408
28036057,397187545
29579872,86647745
120682506,83376667
118563040,349954199
54159601,40051883
13693896,376082753
39690010,65665419
40228547,367361297
99569339,104785444
40228547,146691864
109278492,239681348
109278492,336559759
21287960,133017935
83156622,70827496
8905056,304315264
28692321,41162263
28692321,2061335
21287960,314121557
28692321,361070111
28692321,368527090
115949891,136438885
115949891,293665272
95221400,311284947
63421528,235739128
124447919,216371944
87281516,274493887
61263610,316894097
101898979,264347327
122382368,50496658
90251602,40640220
122382368,336396395
90251602,58114593
13789551,158533400
23574912,283658740
23574912,383527442
23574912,347679622
59621698,75078976
125819717,67592178
26694724,368859523
47248096,373352848
38965513,297357740
90684505,173732419
90684505,269673395
38965513,72873258
38965513,340529490
47248096,29513523
38965513,344544364
20947444,168692734
20947444,273903275
113281261,232522405
55667626,15366396
111385958,156373485
8688021,339147069
102020621,111071957
70285486,371767899
5409107,2002835
97295603,267976796
97295603,119243552
63902611,382435573
120604262,319965556
106078250,175353602
100112070,125974813
100112070,22831678
100112070,392913472
95647655,18119115
16382658,15572536
64825245,70585978
47156937,136815147
47156937,133344715
6924144,340266089
47156937,198541030
20500525,290447470
140070019,304010647
140070019,217445586
140070019,13347818
96352312,87497489
113209486,127694730
140070019,379606254
140070019,115054105
140070019,245339642
140070019,135573769
1399592,342506747
26081392,269667336
110850504,371508822
97195267,8810093
59244307,61019364
108890194,136284571
24772941,117775777
24772941,138262164
77569855,358245453
123930346,341658196
48517391,374336099
89727305,89813342
89727305,308176793
8917150,245898799
8917150,368519091
119638820,384530111
108611714,363205221
29371930,356987081
108611714,308506320
108611714,248959263
82271547,360650982
82271547,129051978
86564746,229126886
67611131,147939053
103498808,309623972
66367361,340044868
92243806,90116650
38353022,191776329
38353022,178198156
29025946,226409374
48771006,158695375
92028246,19119131
81997056,364775059
81997056,69952572
40456641,315541435
71036393,314849025
98338449,147338075
29054420,367770227
40330673,354995125
13861417,43897965
66420329,9970661
82709223,46423849
71369964,346442792
64244429,19475551
35418435,329936554
90820786,196132065
78161252,351350686
95348615,102760727
106840813,98613499
103936681,29050664
85590667,365850099
85590667,216283002
85590667,275552141
91823027,55786119
88290400,82053723
112503956,34445841
138505346,88123376
108030981,188749607
44040790,142849609
79362621,265566674
79362621,156291163
79362621,160287493
101920679,121475657
127156383,47279058
94076145,163583328
14794503,246883214
85051568,165149808
116372262,15380812
26347276,160115566
26347276,286993196
92939147,190143798
61068008,253489319
61068008,271305583
101712435,131346169
65982317,343493433
75321622,50371108
39441936,190031553
82299002,292627726
39441936,323585791
87876065,381114903
15019848,225950719
136659079,227577994
65430299,214383556
38474069,47521986
131612507,194654734
70515163,402951254
131612507,85233687
47625246,162585124
68985908,247535160
